     i,      c,     ev,    dom,    knn,    lrg,   mean,    med,    reg, 
   71.,    5.0,   0.22,  0.055,   0.11,  0.075,  0.099,  0.068,  0.057, 
   23.,    0.0,   0.20, -0.027,   0.11,  0.059,  0.028, -0.014, -0.034, 
   34.,    5.0,   0.24,  0.099,    0.0,  0.076,  0.079,  0.049,  0.055, 
   44.,    4.0,   0.52, -0.039, 0.0070, -0.026,  0.019, 0.0050, -0.028, 
   17.,    2.0,   0.47,  0.060,  0.093,  0.017,  -0.13,  -0.16,  0.081, 
   92.,    4.0,   0.29,   0.26,   0.30,   0.20,   0.25,   0.23,   0.27, 
   17.,    1.0,   0.40,  -0.24, -0.044,  -0.25,  -0.13,  -0.17,  -0.35, 
   49.,    3.0,   0.32, -0.094, -0.080,  -0.13,  0.019, -0.018,  -0.11, 
   53.,    2.0,   0.28,  0.055, -0.0070,  0.016,  0.059,  0.025, -0.037, 
   9.0,    5.0,   0.43,  0.035, -0.053, -0.097,  -0.11,  -0.15, -0.014, 
   91.,    3.0,   0.24, -0.025,  0.067,  0.018,  0.097,  0.061,  0.014, 
   55.,    5.0,   0.25,  0.029,  0.071,   0.18,  0.066,  0.036,  0.037, 
   74.,    4.0,   0.44, -0.025,   0.22,  0.035,   0.10,  0.087,  0.058, 
   67.,    0.0,   0.31,  -0.13,  -0.18,  -0.18, -0.080,  -0.12,  -0.26, 
   60.,    1.0,   0.27, -0.064, -0.021, 0.0047, 0.00025, -0.043, -0.034, 
   54.,    3.0,   0.35,  0.042, -0.021,  -0.20, -0.015, -0.052,  0.049, 
   8.0,    1.0,   0.86,  -0.17,  -0.20, -0.044,  -0.59,  -0.63,  -0.22, 
   29.,    2.0,   0.47,  -0.11,  -0.20,  -0.20,  -0.13,  -0.17,  -0.12, 
   27.,    0.0,   0.16,  0.018,    0.0,   0.28,  0.075,  0.032,  0.044, 
   73.,    2.0,   0.12,   0.17,   0.11,   0.14,   0.22,   0.19,   0.17, 
   93.,    1.0,   0.20, -0.040,  0.076,  0.046,  0.077,  0.042,  0.020, 
   15.,    5.0,   0.37, -0.014, -0.086,  -0.11, -0.057, -0.088, -0.0012, 
   85.,    0.0,   0.15, -0.054, -0.058, -0.094,  0.084,  0.041, -0.086, 
   33.,    4.0,   0.46,  0.039,   0.16,  0.044,  0.077,  0.062,  0.093, 
   69.,    4.0,   0.57,  -0.20, -0.045,  -0.11, -0.035, -0.048, -0.075, 
   12.,    2.0,   0.50,  0.024,  0.024, -0.061,  -0.16,  -0.20, -0.044, 
   7.0,    1.0,   0.66, 0.0095,  -0.11, 0.0071,  -0.39,  -0.43,  0.032, 
   63.,    2.0,   0.38,  -0.12, -0.074, -0.045, -0.041, -0.080,  -0.11, 
   34.,    3.0,   0.30, -0.087,   0.12, -0.084,  0.035, -0.0030, -0.044, 
   59.,    3.0,   0.26, -0.027, -0.030, -0.055,  0.079,  0.043,  0.019, 
   28.,    2.0,   0.36,  0.030, -0.014, -0.042, -0.016, -0.055, 0.0068, 
   54.,    0.0,    0.0,   0.18,   0.10,   0.12,   0.23,   0.19,   0.19, 
   99.,    0.0,    0.0,   0.18,    0.0,   0.12,   0.23,   0.19,  0.063, 
   90.,    1.0,   0.16,   0.10,  0.035,  0.088,   0.11,  0.077,  0.092, 
   52.,    4.0,   0.49,  0.042,  -0.11,  -0.12,  0.051,  0.037, -0.015, 
   96.,    0.0,    0.0,   0.26,   0.18,   0.15,   0.23,   0.19,  0.063, 
   53.,    4.0,   0.52,  -0.10, -0.020,  0.017,  0.022, 0.0080, -0.011, 
   57.,    0.0,   0.10, -0.010,  -0.10,  -0.13,   0.13,  0.085, -0.044, 
   99.,    1.0,    0.0,   0.16,    0.0,   0.10,   0.28,   0.24,  0.067, 
   30.,    3.0,   0.41, 0.0035, -0.011, -0.044, -0.070,  -0.11,  0.079, 
   10.,    5.0,   0.38,   0.13,  0.053,   0.32, -0.061, -0.092,  0.092, 
   89.,    3.0,   0.15,  0.060,  0.073,  0.045,   0.18,   0.15,  0.081, 
   64.,    3.0,   0.19,  0.083,  0.063,  0.075,   0.15,   0.11,   0.20, 
   53.,    2.0,   0.28,  0.055, -0.0070,  0.016,  0.059,  0.025, -0.037, 
   40.,    0.0,   0.15,   0.14, -0.020,   0.22,  0.084,  0.041,   0.14, 
   9.0,    5.0,   0.43,  0.035, -0.053, -0.097,  -0.11,  -0.15, -0.014, 
   93.,    4.0,   0.41, -0.041,  0.046,  0.080,   0.13,   0.12,  0.041, 
   26.,    3.0,   0.42, -0.094, -0.064, -0.076, -0.089,  -0.12, -0.071, 
   45.,    5.0,   0.22,  0.093,   0.15,   0.11,  0.096,  0.065,   0.11, 
   24.,    0.0,   0.32,  -0.14, -0.014, -0.011, -0.085,  -0.13, -0.035, 
   84.,    5.0,   0.28, -0.028,  -0.10, -0.059,  0.039, 0.0090, 0.00072, 
   78.,    1.0,   0.27,  -0.10,   0.10, -0.060, 0.00025, -0.043,  0.029, 
   5.0,    5.0,   0.68,  -0.11,  -0.27,  -0.25,  -0.37,  -0.40,  -0.24, 
   71.,    1.0,   0.12,  0.043,   0.12,  0.034,   0.16,   0.12,  0.066, 
   55.,    0.0,  0.053,  0.073,   0.16,  0.098,   0.18,   0.14,   0.16, 
   68.,    3.0,   0.17, -2.8e-17,  0.093,  0.074,   0.17,   0.14, 0.0026, 
   8.0,    4.0,   0.51,   0.20,   0.18,   0.12,  0.030,  0.016,   0.11, 
   2.0,    4.0,   0.61,   0.29,  0.066,  0.044, -0.079, -0.092,  0.070, 
   85.,    4.0,   0.48, -0.073,  0.060,  0.070,  0.053,  0.039,  0.015, 
   46.,    0.0,   0.23,  0.024, -0.090,  -0.39, 0.0030, -0.039, 0.00066, 
   88.,    0.0,   0.14,  0.037, -0.010, -0.032,  0.094,  0.051,  0.013, 
   10.,    2.0,   0.51,  0.074,  0.018, 0.0097,  -0.17,  -0.21,  0.084, 
   13.,    4.0,   0.65,  -0.10,  0.066,  0.043,  -0.11,  -0.13, 0.0074, 
   34.,    3.0,   0.30, -0.087,   0.12, -0.084,  0.035, -0.0030, -0.044, 
   67.,    0.0,   0.31,  -0.13,  -0.18,  -0.18, -0.080,  -0.12,  -0.26, 
   55.,    1.0,   0.24, -0.081,  -0.24,  -0.22,  0.035, -0.0090,  -0.13, 
   12.,    1.0,   0.50, -0.059,  -0.16,  -0.15,  -0.23,  -0.27, -0.073, 
   78.,    2.0,   0.18,   0.11, -0.042,  0.017,   0.16,   0.13,  0.046, 
   22.,    1.0,    0.0,   0.29,   0.47,   0.33,   0.28,   0.24,   0.41, 
   45.,    0.0,   0.19, -0.061,  -0.19, -0.017,  0.042,    0.0,  0.091, 
   15.,    1.0,   0.34,  0.074,   0.16,   0.11, -0.064,  -0.11,  0.039, 
   7.0,    1.0,   0.66, 0.0095,  -0.11, 0.0071,  -0.39,  -0.43,  0.032, 
   30.,    0.0,   0.16, -0.032,   0.14, -0.012,  0.075,  0.032, -0.0019, 
   3.0,    3.0,   0.68,   0.13,  0.061,  0.027,  -0.34,  -0.38, -0.055, 
   51.,    4.0,   0.50, -0.019,   0.14,  0.084,  0.039,  0.025,  0.040, 
   17.,    2.0,   0.47,  0.060,  0.093,  0.017,  -0.13,  -0.16,  0.081, 
   7.0,    1.0,   0.66, 0.0095,  -0.11, 0.0071,  -0.39,  -0.43,  0.032, 
   8.0,    4.0,   0.51,   0.20,   0.18,   0.12,  0.030,  0.016,   0.11, 
   22.,    1.0,    0.0,   0.29,   0.47,   0.33,   0.28,   0.24,   0.41, 
   45.,    4.0,   0.36,   0.19,   0.22,   0.23,   0.18,   0.17,   0.16, 
   58.,    0.0,   0.22, -0.091, -0.088,  -0.12,  0.015, -0.027, -0.023, 
   15.,    5.0,   0.37, -0.014, -0.086,  -0.11, -0.057, -0.088, -0.0012, 
   39.,    2.0,   0.27,  0.057, -0.068,  0.055,  0.072,  0.038,  0.059, 
   43.,    3.0,   0.27,  0.048,  0.073,  0.046,  0.070,  0.034,  0.024, 
   11.,    3.0,   0.51, -0.015, -0.040, -0.021,  -0.17,  -0.21, -0.0014, 
   76.,    3.0,   0.24,  0.012,  0.030,  0.014,   0.10,  0.064,  0.022, 
   36.,    1.0,   0.19, -0.029, -0.025, -0.027,  0.087,  0.052,  0.030, 
   66.,    5.0,   0.60,  -0.29,  -0.32,  -0.25,  -0.28,  -0.31,  -0.38, 
   48.,    3.0,   0.28, -0.039, -0.017, -0.055,  0.062,  0.026, -0.037, 
   17.,    3.0,   0.56, -0.087,  -0.18,  -0.23,  -0.23,  -0.27,  -0.11, 
   68.,    4.0,   0.50, -0.069,  -0.17,  -0.24,  0.037,  0.023, -0.065, 
   66.,    5.0,   0.60,  -0.29,  -0.32,  -0.25,  -0.28,  -0.31,  -0.38, 
   98.,    3.0,   0.22,   0.11,  0.085,  0.078,   0.12,  0.079,  0.088, 
   15.,    1.0,   0.34,  0.074,   0.16,   0.11, -0.064,  -0.11,  0.039, 
   57.,    1.0,    0.0,   0.16,   0.16,   0.14,   0.28,   0.24,   0.17, 
   5.0,    2.0,   0.57, -0.036, -0.087, -0.036,  -0.23,  -0.27,  -0.12, 
   5.0,    4.0,   0.44,   0.27,  0.065, -0.052,  0.096,  0.081,   0.23, 
   88.,    3.0,   0.15,  0.070,  0.047,  0.034,   0.19,   0.15,  0.080, 
   41.,    3.0,   0.18, -0.020, 0.0060,  0.098,   0.15,   0.12, -0.0097, 
   50.,    3.0,   0.23,  0.053,  0.087,  0.054,   0.11,  0.073,   0.12, 
   72.,    2.0,   0.24,  0.019, -0.013, 0.0082,   0.10,  0.067, -0.019, 
   16.,    3.0,   0.48, -0.059,  -0.10, -0.062,  -0.14,  -0.18, -0.052, 
   7.0,    3.0,   0.55, -0.056, -0.023,  0.036,  -0.22,  -0.25, -0.055, 
   18.,    0.0,   0.30,   0.12,  -0.15,  -0.19, -0.071,  -0.11, -0.017, 
   60.,    3.0,   0.26, -0.072, -0.093, -0.011,  0.079,  0.043, -0.070, 
   78.,    4.0,   0.40,  0.033, -0.044,  0.038,   0.14,   0.12,  0.051, 
   29.,    2.0,   0.47,  -0.11,  -0.20,  -0.20,  -0.13,  -0.17,  -0.12, 
   52.,    2.0,   0.22,  0.038, -0.020, -0.048,   0.12,  0.086,  0.033, 
   54.,    5.0,   0.26,  0.043, -0.035, -0.032,  0.056,  0.026,  0.059, 
   24.,    2.0,   0.40, -0.014, -0.058, -0.051, -0.060, -0.099, -0.025, 
   23.,    2.0,   0.39,  0.015,  0.018, -0.011, -0.046, -0.085,  0.032, 
   29.,    1.0,   0.16,  0.023,   0.18,   0.20,   0.11,  0.077,   0.19, 
   57.,    4.0,   0.55, -0.021,  0.059,  0.026, -0.010, -0.024,  0.034, 
   80.,    2.0,   0.31, -0.048,  0.089,   0.13,  0.034, -0.0060, -0.070, 
   53.,    2.0,   0.28,  0.055, -0.0070,  0.016,  0.059,  0.025, -0.037, 
   26.,    2.0,   0.36,  0.072,  0.041,  0.046, -0.019, -0.058,  0.060, 
   69.,    2.0,   0.27, -0.0085, -0.039, -0.040,  0.074,  0.040, -0.051, 
   82.,    5.0,   0.32, -0.062,  0.019, -0.0078, -0.0034, -0.035, -0.086, 
   69.,    5.0,   0.34, -0.081, -0.019, -0.065, -0.023, -0.054, -0.094, 
   14.,    4.0,   0.72, -0.092, -0.066,  -0.11,  -0.18,  -0.19, -0.078, 
   76.,    4.0,   0.48, -0.0050, -0.048,   0.18,  0.053,  0.039, 0.0064, 
   77.,    3.0,   0.30, -0.0020, 0.0080, -0.050,  0.038, 0.0020, 0.0076, 
   15.,    5.0,   0.37, -0.014, -0.086,  -0.11, -0.057, -0.088, -0.0012, 
   82.,    0.0,    0.0,   0.18,   0.13,   0.27,   0.23,   0.19,   0.18, 
   15.,    5.0,   0.37, -0.014, -0.086,  -0.11, -0.057, -0.088, -0.0012, 
   36.,    4.0,   0.64,  -0.11,  -0.11,  -0.12,  -0.10,  -0.12,  -0.10, 
   26.,    2.0,   0.36,  0.072,  0.041,  0.046, -0.019, -0.058,  0.060, 
   35.,    5.0,   0.26,  0.048, 0.0040, -0.029,  0.061,  0.031,  0.071, 
   19.,    3.0,   0.41, -0.0050,  0.071,  0.085, -0.071,  -0.11, -0.025, 
   65.,    5.0,   0.28, 0.0070, -0.030, -0.028,  0.034, 0.0040, 0.0028, 
   61.,    2.0,   0.29, -0.094, -0.090,  -0.16,  0.057,  0.023,  -0.10, 
   67.,    3.0,   0.27, -0.058, -0.051, -0.047,  0.066,  0.030, -0.041, 
   87.,    1.0,   0.20,  -0.14, -0.085,  -0.15,  0.075,  0.040,  -0.13, 
   34.,    2.0,   0.26,  0.092,   0.14,   0.17,  0.085,  0.051,  0.056, 
   68.,    2.0,   0.16,  0.060,   0.12,  0.098,   0.19,   0.15,  0.034, 
   84.,    5.0,   0.28, -0.028,  -0.10, -0.059,  0.039, 0.0090, 0.00072, 
   71.,    1.0,   0.12,  0.043,   0.12,  0.034,   0.16,   0.12,  0.066, 
   98.,    2.0,   0.31, -0.049, -0.038, -0.040,  0.033, -0.0070, -0.069, 
   72.,    1.0,   0.16,  0.043, -0.022,  0.028,   0.11,  0.077,  0.027, 
   40.,    3.0,   0.29,   0.11,   0.11,  0.046,  0.049,  0.013,  0.091, 
   20.,    2.0,   0.41,   0.11, -0.018,  0.089, -0.064,  -0.10,   0.11, 
   33.,    4.0,   0.46,  0.039,   0.16,  0.044,  0.077,  0.062,  0.093, 
   0.0,    0.0,    1.0,  -0.21,  -0.58,  -0.40,  -0.78,  -0.81,  -0.57, 
   82.,    1.0,   0.19, -0.029,  -0.19, -0.084,  0.087,  0.052,  -0.12, 
   29.,    5.0,   0.26,  0.050, -0.025,  0.016,  0.055,  0.025,  0.055, 
   20.,    2.0,   0.41,   0.11, -0.018,  0.089, -0.064,  -0.10,   0.11, 
   74.,    1.0,   0.13,  0.073,  0.059, -0.038,   0.14,   0.11,  0.076, 
   48.,    5.0,   0.32, -0.042,  -0.10, -0.075, -0.0054, -0.037, -0.039, 
   22.,    3.0,   0.42,  0.019,   0.10, -0.082, -0.089,  -0.12,   0.12, 
   31.,    1.0,   0.25, -0.077, -0.086,  0.086,  0.026, -0.018, -0.00096, 
   17.,    0.0,    0.0,   0.30,   0.20,   0.51,   0.23,   0.19,   0.32, 
   79.,    3.0,   0.19, -0.026, -0.014,   0.14,   0.15,   0.11, -0.029, 
   6.0,    4.0,   0.45,   0.26, -0.0070,   0.13,  0.089,  0.074,   0.17, 
   9.0,    5.0,   0.43,  0.035, -0.053, -0.097,  -0.11,  -0.15, -0.014, 
   47.,    1.0,   0.29,  -0.13,  -0.29,  -0.41, -0.019, -0.062,  -0.24, 
   58.,    4.0,   0.54,  -0.18, -0.060, -0.069, -0.00020, -0.014, -0.037, 
   71.,    3.0,   0.27, -0.0055,  0.031, -0.036,  0.067,  0.031,  0.027, 
   97.,    5.0,   0.21,  0.048,  0.083,  0.060,   0.11,  0.079,  0.047, 
   87.,    0.0,    0.0,  0.095,   0.16,   0.12,   0.23,   0.19,   0.19, 
   13.,    4.0,   0.65,  -0.10,  0.066,  0.043,  -0.11,  -0.13, 0.0074, 
   22.,    4.0,   0.77,  -0.15,  -0.12,  -0.24,  -0.24,  -0.25,  -0.12, 
   7.0,    4.0,   0.69,  0.019,  0.036, -0.087,  -0.16,  -0.17, -0.060, 
   66.,    2.0,   0.11,  0.074,   0.17,   0.28,   0.23,   0.20,  0.085, 
   86.,    5.0,   0.19,  0.072, 0.0040,   0.15,   0.13,   0.10,  0.087, 
   66.,    1.0,   0.28,   0.54,  0.036,  0.064, -0.0058, -0.049,   0.37, 
   51.,    4.0,   0.50, -0.019,   0.14,  0.084,  0.039,  0.025,  0.040, 
   5.0,    3.0,   0.46,   0.35,   0.27,  0.081,  -0.13,  -0.16,  0.088, 
   65.,    5.0,   0.28, 0.0070, -0.030, -0.028,  0.034, 0.0040, 0.0028, 
   85.,    5.0,   0.20,  0.099,  0.018,   0.12,   0.11,  0.082,  0.089, 
   72.,    0.0,   0.13,  0.047,  -0.13, -0.054,   0.10,  0.061,  0.037, 
   33.,    4.0,   0.46,  0.039,   0.16,  0.044,  0.077,  0.062,  0.093, 
   23.,    2.0,   0.39,  0.015,  0.018, -0.011, -0.046, -0.085,  0.032, 
   15.,    2.0,   0.50, -0.023,  -0.10, -0.088,  -0.16,  -0.19, -0.056, 
   37.,    5.0,   0.26,  0.025, -0.070,  0.080,  0.058,  0.028,  0.023, 
   63.,    2.0,   0.38,  -0.12, -0.074, -0.045, -0.041, -0.080,  -0.11, 
   46.,    4.0,   0.52, -0.039,  -0.22,  -0.24,  0.019, 0.0050, -0.033, 
   24.,    0.0,   0.32,  -0.14, -0.014, -0.011, -0.085,  -0.13, -0.035, 
   3.0,    2.0,   0.65, -0.069, -0.047, -0.034,  -0.31,  -0.35, -0.011, 
   29.,    5.0,   0.26,  0.050, -0.025,  0.016,  0.055,  0.025,  0.055, 
   10.,    3.0,   0.61,  -0.10,  -0.15,  -0.13,  -0.28,  -0.32,  -0.13, 
   10.,    0.0,   0.49,  -0.19,  -0.49,  -0.27,  -0.26,  -0.30,  -0.11, 
   66.,    4.0,   0.27,   0.19,   0.21,   0.42,   0.27,   0.26,   0.14, 
   18.,    0.0,   0.30,   0.12,  -0.15,  -0.19, -0.071,  -0.11, -0.017, 
   41.,    2.0,   0.17,   0.13, -0.016,  0.022,   0.18,   0.14,  0.043, 
   44.,    3.0,   0.33, -0.096,  -0.13, -0.039,  0.011, -0.026, -0.068, 
   38.,    2.0,   0.39, 0.0020, -0.067,  0.026, -0.044, -0.083, -0.019, 
   90.,    3.0,   0.21,  0.037,  0.011,  0.042,   0.13,  0.093, -0.025, 
   64.,    3.0,   0.19,  0.083,  0.063,  0.075,   0.15,   0.11,   0.20, 
   33.,    4.0,   0.46,  0.039,   0.16,  0.044,  0.077,  0.062,  0.093, 
   87.,    1.0,   0.20,  -0.14, -0.085,  -0.15,  0.075,  0.040,  -0.13, 
   28.,    5.0,   0.28,  0.074, -0.047,  0.074,  0.032, 0.0020,  0.040, 
   96.,    0.0,    0.0,   0.26,   0.18,   0.15,   0.23,   0.19,  0.063, 
   77.,    1.0,    0.0,   0.16,   0.12,   0.27,   0.28,   0.24,   0.15, 
   57.,    0.0,   0.10, -0.010,  -0.10,  -0.13,   0.13,  0.085, -0.044, 
   48.,    1.0,   0.25, -0.047,  -0.16,  -0.11,  0.021, -0.022, -0.055, 
   84.,    3.0,   0.22, -0.011,  0.082, -0.096,   0.12,  0.084, 0.0079, 
   96.,    5.0,   0.39,  -0.12,  -0.20,  -0.22, -0.070,  -0.10, -0.099, 
   37.,    4.0,   0.58, -0.099, -0.060, -0.078, -0.042, -0.055, -0.076, 
   67.,    3.0,   0.27, -0.058, -0.051, -0.047,  0.066,  0.030, -0.041, 
   27.,    2.0,   0.50,  -0.11,  -0.12,  -0.13,  -0.16,  -0.20,  -0.11, 
   60.,    2.0,   0.18,   0.11,  0.093,   0.11,   0.16,   0.12,  0.092, 
   41.,    1.0,   0.54,  -0.29,  -0.33,  -0.17,  -0.27,  -0.31,  -0.43, 
   4.0,    1.0,   0.97, -0.034,  -0.17,  -0.14,  -0.70,  -0.73,  -0.16, 
   6.0,    4.0,   0.45,   0.26, -0.0070,   0.13,  0.089,  0.074,   0.17, 
   6.0,    2.0,   0.49,  0.091,  0.078,  -0.10,  -0.15,  -0.19,  0.088, 
   63.,    0.0,   0.13, -0.034,  0.061,  0.028,   0.10,  0.061, -0.069, 
   12.,    2.0,   0.50,  0.024,  0.024, -0.061,  -0.16,  -0.20, -0.044, 
   59.,    3.0,   0.26, -0.027, -0.030, -0.055,  0.079,  0.043,  0.019, 
   43.,    5.0,   0.30, -0.017,  0.065, -0.065,  0.020, -0.012, -0.024, 
   42.,    3.0,   0.33, 0.0050,  -0.13, -0.034,  0.011, -0.026, -0.010, 
   37.,    2.0,   0.28,  0.070, -0.096, -0.013,  0.063,  0.029,  0.016, 
   38.,    3.0,   0.36, -0.0070, -0.038, 0.0087, -0.027, -0.064,  0.014, 
   77.,    4.0,   0.54, -0.066, -0.060, -0.051, -0.0073, -0.021, -0.026, 
   26.,    3.0,   0.42, -0.094, -0.064, -0.076, -0.089,  -0.12, -0.071, 
   6.0,    3.0,   0.60, -0.035,  -0.14,  0.097,  -0.27,  -0.30,  -0.13, 
   91.,    2.0,   0.25, 0.0085,  0.048, -0.0034,  0.091,  0.057, 0.0064, 
   80.,    4.0,   0.60, -0.053, 0.0020, -0.069, -0.068, -0.081, -0.086, 
   91.,    3.0,   0.24, -0.025,  0.067,  0.018,  0.097,  0.061,  0.014, 
   2.0,    3.0,   0.74,  0.072, -0.061,  -0.14,  -0.40,  -0.44,  -0.16, 
   18.,    5.0,   0.46,  -0.11,  -0.22,  -0.23,  -0.14,  -0.17,  -0.11, 
   91.,    1.0,  0.077,  0.082,   0.20,   0.17,   0.20,   0.16,   0.23, 
   45.,    3.0,   0.37,  -0.11, -0.082, -0.024, -0.036, -0.073, -0.073, 
   64.,    3.0,   0.19,  0.083,  0.063,  0.075,   0.15,   0.11,   0.20, 
   21.,    4.0,   0.62, -0.097,  -0.16,  -0.14, -0.089,  -0.10, -0.037, 
   23.,    2.0,   0.39,  0.015,  0.018, -0.011, -0.046, -0.085,  0.032, 
   67.,    1.0,    0.0,   0.26,   0.27,   0.28,   0.28,   0.24,   0.37, 
   94.,    4.0,   0.35,  0.077,  0.044,  0.042,   0.18,   0.17,  0.073, 
   49.,    2.0,   0.20,   0.12,   0.12,   0.11,   0.14,   0.11,   0.12, 
   12.,    1.0,   0.50, -0.059,  -0.16,  -0.15,  -0.23,  -0.27, -0.073, 
   81.,    2.0,   0.28, -0.021,  -0.11, -0.083,  0.062,  0.028, -0.018, 
   41.,    3.0,   0.18, -0.020, 0.0060,  0.098,   0.15,   0.12, -0.0097, 
   1.0,    0.0,   0.42,   0.17,   0.25,   0.24,  -0.19,  -0.23,   0.18, 
   83.,    5.0,   0.31,  0.024, -0.095,   0.21, 0.0097, -0.022,  -0.16, 
   74.,    5.0,   0.33, -0.046, -0.035, 0.0023, -0.0095, -0.041, -0.039, 
   1.0,    2.0,   0.80,  -0.21,  -0.14,  -0.21,  -0.46,  -0.49,  -0.13, 
   96.,    1.0,    0.0,   0.34,   0.16,   0.20,   0.28,   0.24,  0.067, 
   12.,    4.0,   0.61,  0.014,   0.10,   0.12, -0.074, -0.087,  0.016, 
   72.,    2.0,   0.24,  0.019, -0.013, 0.0082,   0.10,  0.067, -0.019, 
   94.,    4.0,   0.35,  0.077,  0.044,  0.042,   0.18,   0.17,  0.073, 
   84.,    3.0,   0.22, -0.011,  0.082, -0.096,   0.12,  0.084, 0.0079, 
   74.,    1.0,   0.13,  0.073,  0.059, -0.038,   0.14,   0.11,  0.076, 
   8.0,    5.0,   0.41,   0.36,   0.27,   0.15, -0.099,  -0.13, -0.053, 
   84.,    0.0,   0.13,  0.047,   0.18,   0.11,   0.10,  0.061, -0.066, 
   12.,    4.0,   0.61,  0.014,   0.10,   0.12, -0.074, -0.087,  0.016, 
   8.0,    2.0,   0.48,  0.051,  0.087, -0.071,  -0.14,  -0.18, -0.058, 
   19.,    2.0,   0.39,  0.011,   0.10,  0.083, -0.050, -0.089,  0.015, 
   64.,    0.0,   0.19,  -0.10, -0.061, 0.0050,  0.042,    0.0,  -0.13, 
   40.,    5.0,   0.37, -0.081,  -0.15,  -0.17, -0.053, -0.084, -0.083, 
   59.,    0.0,   0.14, -0.013, -0.086,  0.016,  0.094,  0.051,  0.070, 
   52.,    3.0,   0.24, -0.014,  0.080,  0.046,   0.10,  0.064, -0.011, 
   60.,    2.0,   0.18,   0.11,  0.093,   0.11,   0.16,   0.12,  0.092, 
   0.0,    3.0,    1.0,  -0.26,  -0.32,  -0.11,  -0.67,  -0.70, -0.077, 
   44.,    4.0,   0.52, -0.039, 0.0070, -0.026,  0.019, 0.0050, -0.028, 
   67.,    2.0,   0.23,  0.065,   0.17,   0.13,   0.12,  0.081,  0.059, 
   67.,    1.0,    0.0,   0.26,   0.27,   0.28,   0.28,   0.24,   0.37, 
   76.,    5.0,   0.33, -0.059, -0.0070, -0.072, -0.017, -0.048, -0.078, 
   83.,    0.0,   0.42,  -0.25,  -0.24,  -0.24,  -0.19,  -0.23,  -0.15, 
   53.,    1.0,   0.29,  -0.23, -0.059,  -0.10, -0.016, -0.059, -0.074, 
   6.0,    2.0,   0.49,  0.091,  0.078,  -0.10,  -0.15,  -0.19,  0.088, 
   99.,    0.0,    0.0,   0.18,    0.0,   0.12,   0.23,   0.19,  0.063, 
   51.,    4.0,   0.50, -0.019,   0.14,  0.084,  0.039,  0.025,  0.040, 
   38.,    4.0,   0.56, -0.017,  0.082,   0.16, -0.020, -0.034, 0.0042, 
   34.,    1.0,   0.27, -0.088,  -0.27,  -0.13, 0.00025, -0.043,   0.12, 
   71.,    5.0,   0.22,  0.055,   0.11,  0.075,  0.099,  0.068,  0.057, 
   20.,    5.0,   0.29,  0.067, 0.0040, -0.019,  0.025, -0.0070,   0.13, 
   99.,    3.0,   0.17,  0.074,  0.016, 0.0088,   0.16,   0.13,   0.11, 
   44.,    0.0,   0.21, -0.035,  -0.16, -0.072,  0.021, -0.021, 0.0081, 
   48.,    0.0,   0.14,  0.040,   0.22,   0.13,  0.094,  0.051,  0.084, 
   46.,    1.0,   0.27,  0.074,  -0.17,  -0.28, 0.0083, -0.035,  0.020, 
   94.,    3.0,   0.18, -0.024,  0.026,  0.069,   0.16,   0.12, -0.026, 
   65.,    3.0,   0.29, -0.084, -0.087, -0.079,  0.047,  0.011, -0.098, 
   71.,    3.0,   0.27, -0.0055,  0.031, -0.036,  0.067,  0.031,  0.027, 
   55.,    0.0,  0.053,  0.073,   0.16,  0.098,   0.18,   0.14,   0.16, 
   27.,    2.0,   0.50,  -0.11,  -0.12,  -0.13,  -0.16,  -0.20,  -0.11, 
   32.,    5.0,   0.39, -0.030,  -0.17,  -0.17, -0.073,  -0.10, -0.091, 
   18.,    5.0,   0.46,  -0.11,  -0.22,  -0.23,  -0.14,  -0.17,  -0.11, 
   93.,    2.0,   0.17,  0.087,  0.074,  0.071,   0.17,   0.14,  0.067, 
   53.,    5.0,   0.19,  0.091,  0.033,  0.045,   0.13,  0.098,   0.10, 
   74.,    2.0,   0.26, -0.0015, -0.0050, -0.017,  0.081,  0.047,  0.020, 
   31.,    5.0,   0.26,  0.076, -0.0010,  0.026,  0.056,  0.026,   0.11, 
   3.0,    5.0,   0.56,   0.28,   0.11, -0.083,  -0.24,  -0.27, -0.065, 
   36.,    5.0,   0.24,  0.060,  0.016,  0.068,  0.073,  0.043,  0.070, 
   1.0,    4.0,   0.71,   0.19, -0.028,  -0.44,  -0.17,  -0.19,  0.088, 
   82.,    3.0,   0.20,  0.024, -0.0030,  0.083,   0.14,   0.10,  0.035, 
   95.,    3.0,   0.19,   0.12, -0.016,  0.034,   0.15,   0.11,   0.10, 
   20.,    2.0,   0.41,   0.11, -0.018,  0.089, -0.064,  -0.10,   0.11, 
   7.0,    5.0,   0.33,   0.24,  0.099,   0.16, -0.015, -0.046,   0.10, 
   22.,    5.0,   0.26,  0.081,  0.036, 0.0032,  0.061,  0.031,   0.11, 
   32.,    3.0,   0.44, -0.041,  -0.15,  -0.24,  -0.11,  -0.14,  -0.14, 
   4.0,    1.0,   0.97, -0.034,  -0.17,  -0.14,  -0.70,  -0.73,  -0.16, 
   59.,    0.0,   0.14, -0.013, -0.086,  0.016,  0.094,  0.051,  0.070, 
   39.,    0.0,   0.22,  0.028, -0.048, -0.046, 0.0090, -0.033, -0.043, 
   91.,    0.0,   0.25,  -0.16,  -0.25,  -0.16, -0.020, -0.062,  -0.14, 
